Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo Municipio INE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;email;Web;Entidad_Titular;Naturaleza;Sector;Tipo;Subtipo
APOYO A LA PERMANENCIA DE LAS PERSONAS MAYORES EN SU DOMICILIO;30/11/2018;CALLE MANFLORIDO 5;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA I - CENTRO;979 749500;;resisanbernabe@yahoo.es;;FUNDACIÓN BENÉFICA SAN BERNABE Y SAN ANTOLÍN;FUNDACIÓN;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
TELEASISTENCIA DOMICILIARIA;17/09/2008;AVENIDA MADRID 13;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 165019;;;;EULEN SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Teleasistencia (privados)
FORMACION PARA LA INSERCION LABORAL DE PERSONAS CON DISCAPACIDAD Y DE COLECTIVOS EN RIESGO DE EXCLUSION SOCIAL;29/08/2007;AVENIDA MADRID ;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;;;;;FUNDACIÓN CENTRO TECNOLÓGICO DE CEREALES DE CASTILLA Y LEÓN;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Formación y orientación laboral
GESTIÓN DE CENTROS RESIDENCIALES Y UNIDADES DE ESTANCIAS DIURNAS;05/03/2007;CALLE CIRILO TEJERINA 5, 1º A;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;639 103922;;;;CAMPOS DE CASTILLA 2020 S.L.;SOCIEDADES;PERSONAS MAYORES;Servicio;Gestión de centros
APOYO A FAMILIAS POR LOS EQUIPOS ESPECÍFICOS DE LAS CORPORACIONES LOCALES;04/08/2022;CALLE MAYOR PRINCIPAL 7;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 718176;;;;AYUNTAMIENTO DE PALENCIA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Apoyo a familias desde las corporaciones locales
FAMILIAS DE ACOGIDA;04/08/2022;CALLE CRUZ ROJA (DE LA) 5;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA I - CENTRO;979 700503;;;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INFANCIA (Y JUVENTUD);Procedimiento, Servicio;Apoyo al acogimiento familiar
INTERMEDIACIÓN LABORAL PARA PERSONAS SORDAS (SILPES);05/03/2007;CALLE TRIGALES (LOS) 9BAJO;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 746146;;;;ASOCIACION CENTRO CULTURAL DE SORDOS DE PALENCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Formación profesional ocupacional
INTERPRETES DE LENGUA DE SIGNOS ESPAÑOLA;05/03/2007;CALLE TRIGALES (LOS) 9BAJO;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 724716;;;;ASOCIACION CENTRO CULTURAL DE SORDOS DE PALENCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Acceso a la comunicación
SERVICIO DE ORIENTACIÓN PSICOSOCIAL PARA LA PREVENCIÓN DEL V.H.I. Y APOYO AL SEROPOSITIVO Y SU ENTORNO;05/03/2007;CALLE ACACIAS (LAS) 2;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 749451;;;;COMITE CIUDADANO ANTISIDA DE PALENCIA (CCASP);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción individual y reinserción social
PROGRAMA DE INTEGRACIÓN SOCIAL;09/08/2022;CALLE BURGOS 1;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 715100;;;;DIPUTACIÓN PROVINCIAL DE PALENCIA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Integración social desde las Corporaciones Locales
INTERVENCIONES INDIVIDUALIZADAS DE CARÁCTER TEMPORAL EN UNIDAD DE VALORACIÓN Y ATENCIÓN A PERSONAS CON DISCAPACIDAD;23/05/2019;PLAZA PIO XII 2;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;979 706109;;;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;ADMINISTRACIÓN AUTONÓMICA;PERSONAS CON DISCAPACIDAD;Servicio;Intervenciones individualizadas temporales
INFORMACIÓN Y ORIENTACIÓN SOBRE LA DISCAPACIDAD EN UNIDAD DE VALORACIÓN Y ATENCIÓN A PERSONAS CON DISCAPACIDAD;23/05/2019;PLAZA PIO XII 2;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;;;;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;ADMINISTRACIÓN AUTONÓMICA;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación en Centros Base
SERVICIO ACTIVIDADES SOCIOCULTURALES MAYORES 55 AÑOS;05/03/2007;CALLE PUEBLA (LA) 6;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;979 0;;;;ASOCIACION DE ANTIGUOS ALUMNOS DE LA UNIVERSIDAD DE LA EXPERIENCIA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
APOYO A FAMILIAS POR LOS EQUIPOS ESPECÍFICOS DE LAS CORPORACIONES LOCALES;05/03/2007;CALLE BURGOS 1;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 715100;;;;DIPUTACIÓN PROVINCIAL DE PALENCIA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Apoyo a familias desde las corporaciones locales
SERVICIO DE AYUDA BÁSICA A PERSONAS NECESITADAS;30/09/2021;CALLE SOLDADOS (LOS) 19;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;629 635721;;;;ASOCIACIÓN BENÉFICA PALENTINA SANTA MARTA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Apoyo a la acción social comunitaria
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;AVENIDA SAN TELMO 14;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 118830;;;;GABINETE DE LOGOPEDIA LOGOS, S.L.U.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE HABILITACION Y TERAPIA OCUPACIONAL;30/09/2021;AVENIDA SAN TELMO 14;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 118830;;;;GABINETE DE LOGOPEDIA LOGOS, S.L.U.;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
PROGRAMA DE INTEGRACIÓN SOCIAL;09/08/2022;CALLE MAYOR PRINCIPAL 7;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 718176;;;;AYUNTAMIENTO DE PALENCIA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Integración social desde las Corporaciones Locales
INFORMACIÓN Y ORIENTACIÓN EN LA GERENCIA DE SERVICIOS SOCIALES;14/02/2023;CALLE VALENTIN CALDERON 2;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 706109;979 706199;;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;ADMINISTRACIÓN AUTONÓMICA;POBLACIÓN GENERAL;Servicio;( 1.1   ) Servicio de información sobre derechos y recursos del sistema de servicios sociales
ACTIVIDADES SOCIOCULTURALES;05/03/2007;PLAZA ANDRES MORO 2;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA I - CENTRO;979 746483;;;;ASOCIACION PARA LA CULTURA Y EL OCIO DE LA TERCERA EDAD (ACOTE);ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROGRAMA DE ATENCIÓN INTEGRAL A RECLUSOS, EXRECLUSOS Y FAMILIARES;04/08/2022;CALLE SAN MARCOS PASAJE SEMINARIO;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 701241;;;;ASOCIACION "MATEO VEINTICINCO";ASOCIACIÓN;INCLUSIÓN SOCIAL-[RE];Servicio;Promoción individual y reinserción social
INFORMACION Y ORIENTACION SOBRE DISCAPACIDAD;05/03/2007;CALLE TRIGALES (LOS) 9;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 724716;;;;ASOCIACION CENTRO CULTURAL DE SORDOS DE PALENCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
APOYO E INTEGRACIÓN SOCIAL A VIUDAS MAYORES DE 65 AÑOS;04/08/2022;CALLE IGNACIO MARTINEZ DE AZCOITIA 17;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;;;;;ASOCIACION DE LA COMUNIDAD CRISTIANA DE VIUDAS;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROGRAMA DE APOYO A MINORÍAS ÉTNICAS;05/03/2007;CALLE PADILLA S/N;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 752182;;;;ASOCIACION UNIVERSIDAD POPULAR DE PALENCIA REY ALFONSO VIII;ASOCIACIÓN;INCLUSIÓN SOCIAL-[ME];Servicio;Promoción individual y reinserción social
PROGRAMA DE INMIGRANTES;05/03/2007;CALLE PADILLA S/N;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 752182;;;;ASOCIACION UNIVERSIDAD POPULAR DE PALENCIA REY ALFONSO VIII;ASOCIACIÓN;INCLUSIÓN SOCIAL-[IM];Servicio;Promoción individual y reinserción social
SERVICIO DE COORDINACIÓN, INFORMACIÓN Y ASESORAMIENTO;04/08/2022;PLAZA CERVANTES 10;34;34120;PALENCIA;PALENCIA;05420;ZDESCONOCIDO;91 8661560;;;;ASOCIACIÓN CASTELLANO-LEONESA DE RESIDENCIAS Y SERVICIOS DE ATENCIÓN A LOS MAYORES-SECTOR SOLIDARIO LARES CASTILLA Y LEON;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Información y orientación
APOYO A ENFERMOS DE PARKINSON;05/03/2007;CALLE FRANCISCO VIGHI 23BAJO;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 710625;;;;ASOCIACION PALENTINA DE PARKINSON - ASPPAR;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Rehabilitación física
ORIENTACIÓN Y FORMACIÓN PARA PERSONAS CON DIFICULTADES DE INSERCIÓN SOCIO-LABORAL;04/08/2022;CALLE ROBLES (LOS) 9 PLANTA 2;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 702729;;;;ASOCIACION  MUJERES EN IGUALDAD DE PALENCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Formación y orientación laboral
PROGRAMA DE ACTIVIDADES;05/03/2007;CALLE HERMANOS LOPEZ FRANCOS 3, 2º D;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 710222;;;;FUNDACIÓN HERMANOS ORTEGA ARCONADA (F.H.O.A.);FUNDACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Formación ocupacional
APUROS MULTISERVICIOS DE SERVICIOS SOCIALES 24 H.;25/08/2009;CALLE PUEBLA (LA) 7;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA I - CENTRO;979 100770;;;;CRISTINA ESPINA RODRIGUEZ;PERSONA FÍSICA-EMPRESA INDIVIDUAL;PERSONAS MAYORES;Procedimiento, Servicio;Apoyo a familias
PROGRAMA "ACCEDER" - SERVICIO DE EMPLEO Y FORMACIÓN CON PROMOCIÓN GITANA EN PALENCIA;04/08/2022;TRAVESÍA SECRETARIO VAZQUEZ 1 2ºB;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 706073;979 706491;acceder.palencia@fsgg.org;www.fsgg.org;FUNDACION SECRETARIADO GITANO (FSG);FUNDACIÓN;INCLUSIÓN SOCIAL-[ME];Servicio;Orientación y asesoramiento profesional
INTERVENCION SOCIAL CON INMIGRANTES;22/05/2018;CALLE CRUZ ROJA (DE LA) 5;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 700507;;;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INCLUSIÓN SOCIAL-[IM];Servicio;Información, orientación y asesoramiento
PREVENCIÓN, SENSIBILIZACIÓN SOCIAL E INTEGRACIÓN DE PERSONAS AFECTADAS O EN RIESGO DE TRASTORNOS DE ALIMENTACIÓN;05/03/2007;PASEO JULIA (LA) 1, ENTREPLANTA;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA III - SUR;979 740183;;;;ASOCIACION PARA LA DEFENSA DE LA ATENCION Y PREVENCION DE LOS TRASTORNOS DE LA ALIMENTACION (ADAPTA);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Información y orientación a la población general
SERV. COMPENSATORIO, DE INFORMACIÓN Y SENSIBILIZACIÓN PARA FAMILIAS Y PERSONAS AFECTADAS POR PARÁLISIS CEREBRAL;05/03/2007;Apartado de Correos, nº 71;34;34120;PALENCIA;PALENCIA;34080;PALENCIA - ZONA IV - NORESTE;979 776727;;;;ASOCIACIÓN DE PADRES Y TUTORES DE PERSONAS CON PARÁLISIS CEREBRAL Y PATOLOGÍAS AFINES (ASPACE-PALENCIA);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
ACOGIMIENTO VERANO NIÑOS RUSOS;05/03/2007;AVENIDA DERECHOS HUMANOS (DE LOS) 10,2º-E;34;34120;PALENCIA;PALENCIA;34002;PALENCIA - ZONA III - SUR;979 712627;;;;ASOCIACION PALENTINA "SAN NICOLAS DE BARI";ASOCIACIÓN;INFANCIA (Y JUVENTUD);Procedimiento, Servicio;Apoyo al acogimiento familiar
ASESORAMIENTO MEDIACIÓN E INTERVENCIÓN FAMILIAR;05/03/2007;CALLE FRANCISCO VIGHI 23BAJO 5;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;983 296844;;;;ASOCIACIÓN PARA LA PROTECCIÓN DEL MENOR EN LOS PROCESOS DE SEPARACIÓN DE SUS PROGENITORES - APROME;ASOCIACIÓN;INFANCIA (Y JUVENTUD);Procedimiento, Servicio;Apoyo a familias
UNIDAD DE INTERVENCIÓN EDUCATIVA;05/03/2007;PLAZA INMACULADA CONCEPCION ;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 701517;;;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;ADMINISTRACIÓN AUTONÓMICA;INFANCIA (Y JUVENTUD);Servicio;Intervención educativa
PROTECCIÓN A LA INFANCIA;14/02/2023;AVENIDA CASADO DEL ALISAL 32;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 715400;;;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;ADMINISTRACIÓN AUTONÓMICA;INFANCIA (Y JUVENTUD);Servicio;(30.1  ) Serv.protección jurídica y ejercicio tutela para la infancia en situación de desamparo
SERVICIO ASOCIACION CENTRO CULTURAL DE SORDOS;05/03/2007;PLAZA ANDRES MORO 2BAJO;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 746146;;;;ASOCIACION CENTRO CULTURAL DE SORDOS DE PALENCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Residencia, Servicio;Sociocultural
PROGRAMA GENERAL DE ACTIVIDADES;30/05/2018;CALLE FRANCISCO VIGHI 23- BAJO;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA II - NORTE;979 740989;;;;ESCLEROSIS MÚLTIPLE PALENCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Rehabilitación física
PROGRAMA GENERAL DE ACTIVIDADES.;05/03/2007;CALLE MIGUEL DE UNAMUNO 102ª PLANTA (C.P. SAN IGNACIO DE LOYOLA);34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA I - CENTRO;979 728556;;;;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
PROGRAMA DE ACTIVIDADES;05/03/2007;CALLE IGNACIO MARTINEZ DE AZCOITIA 10;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 701387;;;;FEDERACIÓN PROVINCIAL DE ASOCIACIONES DE PERSONAS CON DISCAPACIDAD  DE  PALENCIA (FEDISPA);FEDERACIÓN-CONFEDERACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
PROGRAMA GENERAL DE ACTIVIDADES;04/08/2022;CALLE IGNACIO MARTINEZ DE AZCOITIA 17;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 745813;;;;ASOCIACION DE LA COMUNIDAD CRISTIANA DE VIUDAS;ASOCIACIÓN;MUJER;Servicio;Promoción de la mujer
SERV. ASOC. PADRES CENTRO VILLA S. JOSE MINUSV. PS;04/08/2022;CAMINO MIRANDA (LA);34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA IV - NORESTE;979 747022;;;;ASOCIACIÓN DE PADRES MINUSVÁLIDOS PSIQUICOS CENTRO VILLA SAN JOSÉ;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Residencia, Servicio;Sociocultural
CEAS AYUNTAMIENTO PALENCIA;04/08/2022;CALLE MAYOR PRINCIPAL 7;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 718144;;;;AYUNTAMIENTO DE PALENCIA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Centros de Acción Social CEAS
SERVICIO A MINUSVALIDOS DE M.U.P.L.I.;05/03/2007;CALLE IGNACIO MARTINEZ DE AZCOITIA 10-BAJO;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 725292;;;;ASOCIACIÓN DE MINUSVÁLIDOS UNIDOS PARA LA INTEGRACIÓN (MUPLI);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
MANTENIMIENTO PISOS TUTELADOS (GESTION DE CENTROS);04/08/2022;CALLE CRUZ ROJA (DE LA) 5;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 700503;;;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Gestión de centros
SERVICIO PARA MAYORES CARITAS S. MIGUEL;21/07/2011;PLAZA ZURRADORES S/N;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA I - CENTRO;;;;;CÁRITAS DIOCESANA DE PALENCIA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO A PERSONAS MAYORES DE LA UNIVERSIDAD POPULAR DE PALENCIA;05/03/2007;CALLE PADILLA S/N;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 722153;;;;ASOCIACION UNIVERSIDAD POPULAR DE PALENCIA REY ALFONSO VIII;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
ORIENTACIÓN Y ATENCIÓN A A JÓVENES Y MUJERES EN EXCLUSIÓN SOCIAL;21/07/2011;CALLE PADRE HIGINIO APARICIO 1;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA I - CENTRO;979 743646;;;;RELIGIOSAS MARIA INMACULADA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL-[TR];Servicio;Orientación y asesoramiento profesional
SERVICIO ATENCIÓN AFECTADOS DE FOBROMIALGIA A NIVEL SOCIAL Y PSICOSOCIAL;05/03/2007;AVENIDA SIMON NIETO 14(ASOC. VECINOS "SAN ANTONIO";34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA II - NORTE;979 742630;;;;ASOCIACIÓN DE AFECTADOS DE FIBROMIALGIA Y FATIGA CRÓNICA ASOCIADOS EN CASTILLA Y LEÓN (AFACYL);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
ASISTENCIA PERSONAL;02/08/2022;AVENIDA SIMON NIETO 23;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;676 074782;;;;FUNDACIÓN CAMILO DE LELLIS;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;30/09/2021;CALLE ROBLES (LOS) 9;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 713888;;;;ASOCIACION DE FAMILIARES DE ENFERMOS DE ALZHEIMER DE PALENCIA - AFA PALENCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
ACT. OCIO Y TIEMPO LIBRE MINUSV. FISICOS ACREMIF;04/08/2022;CALLE MAYOR ANTIGUA 79;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 747373;;;;ASOCIACIÓN CULTURAL Y RECREATIVA DE MINUSVÁLIDOS FÍSICOS (ACREMIF);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Residencia, Servicio;Sociocultural
SERVICIO A MINUSVALIDOS FISICOS, PSIQUICOS Y SENSORIALES;05/03/2007;CALLE PADILLA S/N;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 722153;;;;ASOCIACION UNIVERSIDAD POPULAR DE PALENCIA REY ALFONSO VIII;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Formación ocupacional
APOYO A LA INFANCIA;04/08/2022;CALLE CRUZ ROJA (DE LA) 5;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 700507;;;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;INFANCIA (Y JUVENTUD);Servicio;Prevención
AYUDA A DOMICILIO COMPLEMENTARIA;04/08/2022;CALLE CRUZ ROJA (DE LA) 5;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 700507;;;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
RESPIRO FAMILIAR;04/08/2022;CALLE CRUZ ROJA (DE LA) 5;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 700507;;;;CRUZ ROJA ESPAÑOLA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Servicio de respiro familiar
SERVICIO A LA MUJER DE UNIVERSIDAD POPULAR DE PALENCIA;04/08/2022;CALLE PADILLA;34;34120;PALENCIA;PALENCIA;34003;PALENCIA - ZONA I - CENTRO;979 722153;;;;ASOCIACION UNIVERSIDAD POPULAR DE PALENCIA REY ALFONSO VIII;ASOCIACIÓN;MUJER;Servicio;Apoyo integración mujer con necesidades especiales
SERVICIO DE ATENCION A LA MUJER DE ADEVIDA;04/08/2022;AVENIDA SAN TELMO;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 728954;;;;ASOCIACION EN DEFENSA DE LA VIDA;ASOCIACIÓN;MUJER;Servicio;Información, orientación y asesoramiento
OCIO Y TIEMPO LIBRE PARA PERSONAS CON DISCAPACIDAD PSÍQUICA;12/08/2010;PASEO SAN JOSE OBRERO 1;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 713863;;;;FUNDACIÓN PERSONAS;FUNDACIÓN;PERSONAS CON DISCAPACIDAD;Residencia, Servicio;Sociocultural
EDUCACION ADULTOS CON DISCAPACIDAD PSIQUICA;12/08/2010;AVENIDA MADRID 50;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 713863;;;;FUNDACIÓN PERSONAS;FUNDACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Formación profesional ocupacional
ESCUELA DE FAMILIAS DE PERSONAS CON DISCAPACIDAD PSIQUICA;12/08/2010;AVENIDA MADRID 50;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 713863;;;;FUNDACIÓN PERSONAS;FUNDACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Escuela de padres
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTOMÍA FUNCIONAL;30/08/2022;CALLE RAMIREZ Nº 4 (ENTRADA POR CALLE Dª URRACA Nº 9);34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA I - CENTRO;979 746342;;;;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
CEAS DIPUTACIÓN DE PALENCIA;02/08/2022;CALLE BURGOS 1;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 125897;;;;DIPUTACIÓN PROVINCIAL DE PALENCIA;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Centros de Acción Social CEAS
SERV. A LA 3 EDAD RIO CARRION;04/08/2022;AVENIDA CASTILLA 31 3ºA DERECHA;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 746413;;;;ASOCIACION PROVINCIAL DE TERCERA EDAD RIO CARRION;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
ACTIVIDADES PARA PERSONAS CON S. DOWN;05/03/2007;AVENIDA VALLADOLID 23-ENTREPLANTA;34;34120;PALENCIA;PALENCIA;34004;PALENCIA - ZONA III - SUR;979 747878;;;;ASOCIACIÓN SÍNDROME DE DOWN DE PALENCIA (ASDOPA);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
SERVICIO DEL COMITE ESPAÑOL UNICEF EN PALENCIA;04/08/2022;CALLE PASTORES (LOS) 17;34;34120;PALENCIA;PALENCIA;34005;PALENCIA - ZONA II - NORTE;979 702873;;;;COMITE ESPAÑOL DEL UNICEF;ASOCIACIÓN;INFANCIA (Y JUVENTUD);Servicio;Información, orientación y asesoramiento al menor de edad
ATENCION A LA FAMILIA Y AUTOAYUDA DE MINUSV. FISIC;04/08/2022;CALLE MAYOR ANTIGUA 79;34;34120;PALENCIA;PALENCIA;34001;PALENCIA - ZONA I - CENTRO;979 747373;;;;ASOCIACIÓN CULTURAL Y RECREATIVA DE MINUSVÁLIDOS FÍSICOS (ACREMIF);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Apoyo a grupos de autoayuda y ayuda mutua
